Day,Date,Time,Room,Programme,sort,Programme.1,Unnamed: 7,Unnamed: 8,Programme.2,Unnamed: 10,Unnamed: 11,Programme.3,Unnamed: 13,Programme.4
DAY 1,2026-07-01,09:30-09:35,,"Opening Ceremony

David A. Palmer President, EASSSR
Venerable Ru Chang Director, Fo Guang Shan Buddha Museum",1,Opening Ceremony,,,Opening Ceremony,,,,,
DAY 1,2026-07-01,09:35-10:35,,"Presidential Address

David A. Palmer President, EASSSR",2,Presidential Address,,,Presidential Address,,,,,
DAY 1,2026-07-01,10:35-10:45,,BREAK,3,BREAK,,,BREAK,,,,,
DAY 1,2026-07-01,10:45-12:00,,"Keynote Speech
Architects of Buddhist Leisure: Monuments, Museums, and Amusement Parks 
in the Practice of Modern Buddhism

McDaniel, Justin Department of Religious Studies, University of Pennsylvania",4,Keynote Speech,,,Keynote Speech,,,,,
DAY 1,2026-07-01,12:00-13:30,,LUNCH,5,LUNCH,,,LUNCH,,,,,
DAY 1,2026-07-01,13:30-15:00,Room A,Digitalized Environmental and Peace Movements of SGI,6,Digitalized Environmental and Peace Movements of SGI,,,Digitalized Environmental and Peace Movements of SGI,,,,,
DAY 1,2026-07-01,13:30-15:00,Room A,"82*The Future We Make: Climate Change Governance for the Common Good of 
Humankind through Makiguchi Tsunesaburo's Concept of Humanitarian Competition

Jeong, Jiyun Sookmyung Women's University",7,82,The Future We Make,The Future We Make: Climate Change Governance for the Common Good of Humankind through Makiguchi Tsunesaburo's Concept of Humanitarian Competition,82*The Future We Make,"82*The Future We Make: Climate Change Governance for the Common Good of Humankind through Makiguchi Tsunesaburo's Concept of Humanitarian Competition
",,"82*The Future We Make: Climate Change Governance for the Common Good of Humankind through Makiguchi Tsunesaburo's Concept of Humanitarian Competition
: Climate Change Governance for the Common Good of 
Humankind through Makiguchi Tsunesaburo's Concept of Humanitarian Competition

Jeong, Jiyun Sookmyung Women's University",,"82*The Future We Make: Climate Change Governance for the Common Good of 
Humankind through Makiguchi Tsunesaburo's Concept of Humanitarian Competition
Jeong, Jiyun Sookmyung Women's University"
DAY 1,2026-07-01,13:30-15:00,Room A,"54*Religion-Based Peace Practice and the Formation of Global Citizenship in the 
Digital Age: A Case Study of KSGI's 'Value Creation' Approach in Online Archives

Lee, Suhyun IRCC, Kyung Hee University",8,54,Religion-Based Peace Practice and the Formation of Global Citizenship ,Religion-Based Peace Practice and the Formation of Global Citizenship in the Digital Age: A Case Study of KSGI's 'Value Creation' Approach in Online Archives,54*Religion-Based Peace Practice and the Formation of Global Citizenship ,"54*Religion-Based Peace Practice and the Formation of Global Citizenship in the Digital Age: A Case Study of KSGI's 'Value Creation' Approach in Online Archives
",,"54*Religion-Based Peace Practice and the Formation of Global Citizenship in the Digital Age: A Case Study of KSGI's 'Value Creation' Approach in Online Archives
in the 
Digital Age: A Case Study of KSGI's 'Value Creation' Approach in Online Archives

Lee, Suhyun IRCC, Kyung Hee University",,"54*Religion-Based Peace Practice and the Formation of Global Citizenship in the Digital Age: 
A Case Study of KSGI's 'Value Creation' Approach in Online Archives
Lee, Suhyun IRCC, Kyung Hee University"
DAY 1,2026-07-01,13:30-15:00,Room A,"87*Religion as a Buffer against Social Atomization: Soka Gakkai and the Ethics of 
Rebuilding Social Relations

Yeo, Youngyun Korea University",9,87,Religion as a Buffer against Social Atomization,Religion as a Buffer against Social Atomization: Soka Gakkai and the Ethics of Rebuilding Social Relations,87*Religion as a Buffer against Social Atomization,"87*Religion as a Buffer against Social Atomization: Soka Gakkai and the Ethics of Rebuilding Social Relations
",,"87*Religion as a Buffer against Social Atomization: Soka Gakkai and the Ethics of Rebuilding Social Relations
: Soka Gakkai and the Ethics of 
Rebuilding Social Relations

Yeo, Youngyun Korea University",,"87*Religion as a Buffer against Social Atomization: Soka Gakkai and the Ethics of 
Rebuilding Social Relations
Yeo, Youngyun Korea University"
DAY 1,2026-07-01,13:30-15:00,Room A,"73*Living the ""Buddhist"" Dharma and the Question of the Animal in the Age of the Anthropocene

Fisker-Nielsen, Anne Mette Soka University",10,73,"Living the ""Buddhist"" Dharma and the Question of the Animal in the Age ","Living the ""Buddhist"" Dharma and the Question of the Animal in the Age of the Anthropocene","73*Living the ""Buddhist"" Dharma and the Question of the Animal in the Age ","73*Living the ""Buddhist"" Dharma and the Question of the Animal in the Age of the Anthropocene
",,"73*Living the ""Buddhist"" Dharma and the Question of the Animal in the Age of the Anthropocene
of the Anthropocene

Fisker-Nielsen, Anne Mette Soka University",,"73*Living the ""Buddhist"" Dharma and the Question of the Animal in the Age of the Anthropocene
Fisker-Nielsen, Anne Mette Soka University"
DAY 1,2026-07-01,13:30-15:00,Room B,Religion and Arts,11,Religion and Arts,,,Religion and Arts,,,,,
DAY 1,2026-07-01,13:30-15:00,Room B,"99*A Study on the Symbolic Representation and Doctrinal Innovation of the 
Wood-Carved Hubaul Taenghwa at Hanmaum Seonwon

Bae, Jiyoung
Dongguk University WISE",12,99,A Study on the Symbolic Representation and Doctrinal Innovation of the ,A Study on the Symbolic Representation and Doctrinal Innovation of the Wood-carved Hubaul Taenghwa at Hanmaum Seonwon,99*A Study on the Symbolic Representation and Doctrinal Innovation of the ,"99*A Study on the Symbolic Representation and Doctrinal Innovation of the Wood-carved Hubaul Taenghwa at Hanmaum Seonwon
",,"99*A Study on the Symbolic Representation and Doctrinal Innovation of the Wood-carved Hubaul Taenghwa at Hanmaum Seonwon

Wood-Carved Hubaul Taenghwa at Hanmaum Seonwon

Bae, Jiyoung
Dongguk University WISE",,"99*A Study on the Symbolic Representation and Doctrinal Innovation of the 
Wood-carved Hubaul Taenghwa at Hanmaum Seonwon
Bae, Jiyoung Dongguk University WISE"
DAY 1,2026-07-01,13:30-15:00,Room B,"25*Between Temple and Museum

Chen, Teng-Hsiang
Fo Guang Shan Institute of Humanistic Buddhism",13,25,Between Temple and Museum,Between Temple and Museum: Religious Publicness and Sacred-Secular Compatibility in the Fo Guang Shan Buddha Museum,25*Between Temple and Museum,"25*Between Temple and Museum: Religious Publicness and Sacred-Secular Compatibility in the Fo Guang Shan Buddha Museum
",,"25*Between Temple and Museum: Religious Publicness and Sacred-Secular Compatibility in the Fo Guang Shan Buddha Museum


Chen, Teng-Hsiang
Fo Guang Shan Institute of Humanistic Buddhism",,"25*Between Temple and Museum: Religious Publicness and Sacred-Secular Compatibility 
in the Fo Guang Shan Buddha Museum
Chen, Teng-Hsiang Fo Guang Shan Institute of Humanistic Buddhism"
DAY 1,2026-07-01,13:30-15:00,Room B,"94*Song Singing, Love, and Virtue
Ho, Wai Chung
Hong Kong Baptist University",14,94,"Song Singing, Love, and Virtue","Song Singing, Love, and Virtue: State Led Confucian Moral and Affective Formation in Chinese Music Education","94*Song Singing, Love, and Virtue","94*Song Singing, Love, and Virtue: State Led Confucian Moral and Affective Formation in Chinese Music Education
",,"94*Song Singing, Love, and Virtue: State Led Confucian Moral and Affective Formation in Chinese Music Education

Ho, Wai Chung
Hong Kong Baptist University",,"94*Song Singing, Love, and Virtue: State Led Confucian Moral and Affective Formation 
in Chinese Music Education
Ho, Wai Chung Hong Kong Baptist University"
DAY 1,2026-07-01,13:30-15:00,Room B,"17*The Monastic Influencers
Cho, Yasmin
The University Of Chicago",15,17,The Monastic Influencers,"The Monastic Influencers: Art, Digital Space, and the Tiantai Diaspora",17*The Monastic Influencers,"17*The Monastic Influencers: Art, Digital Space, and the Tiantai Diaspora
",,"17*The Monastic Influencers: Art, Digital Space, and the Tiantai Diaspora

Cho, Yasmin
The University Of Chicago",,"17*The Monastic Influencers: Art, Digital Space, and the Tiantai Diaspora
Cho, Yasmin The University Of Chicago"
DAY 1,2026-07-01,13:30-15:00,Room C,Religion and Social Welfare,16,Religion and Social Welfare,,,Religion and Social Welfare,,,,,
DAY 1,2026-07-01,13:30-15:00,Room C,"65*At The Intersection of Religious Salvation and Public Welfare 
Aoki, Shigeru
Institute Of Science Tokyo",17,65,At The Intersection of Religious Salvation and Public Welfare ,At the Intersection of Religious Salvation and Public Welfare Foster Care and Children's Freedom of Religion: The Case of Tenrikyo,65*At The Intersection of Religious Salvation and Public Welfare ,"65*At the Intersection of Religious Salvation and Public Welfare Foster Care and Children's Freedom of Religion: The Case of Tenrikyo
",,"65*At the Intersection of Religious Salvation and Public Welfare Foster Care and Children's Freedom of Religion: The Case of Tenrikyo

Aoki, Shigeru
Institute Of Science Tokyo",,"65*At the Intersection of Religious Salvation and Public Welfare Foster Care and Children's Freedom of Religion: The Case of Tenrikyo
Aoki, Shigeru
Institute Of Science Tokyo"
DAY 1,2026-07-01,13:30-15:00,Room C,"108*Religion and Welfare
Laliberte, Andre
University Of Ottawa",18,108,Religion and Welfare,Religion and Welfare: Why There is No Confucian Welfare State?,108*Religion and Welfare,"108*Religion and Welfare: Why There is No Confucian Welfare State?
",,"108*Religion and Welfare: Why There is No Confucian Welfare State?

Laliberte, Andre
University Of Ottawa",,"108*Religion and Welfare: Why There is No Confucian Welfare State?
Laliberte, Andre
University Of Ottawa"
DAY 1,2026-07-01,13:30-15:00,Room C,"67*Grief Care and Activities of Religious Practitioners
Miyajima, Shunichi
Hokkaido University",19,67,Grief Care and Activities of Religious Practitioners,Grief Care and Activities of Religious Practitioners,67*Grief Care and Activities of Religious Practitioners,"67*Grief Care and Activities of Religious Practitioners
",,"67*Grief Care and Activities of Religious Practitioners

Miyajima, Shunichi
Hokkaido University",,"67*Grief Care and Activities of Religious Practitioners
Miyajima, Shunichi
Hokkaido University"
DAY 1,2026-07-01,13:30-15:00,Room C,"75*Characteristics of Forest Protection Activities by Religions in Contemporary Japan
Takahashi, Norihito
Toyo University",20,75,Characteristics of Forest Protection Activities by Religions in Contemporary Japan,Characteristics of Forest Protection Activities by Religions in Contemporary Japan,75*Characteristics of Forest Protection Activities by Religions in Contemporary Japan,"75*Characteristics of Forest Protection Activities by Religions in Contemporary Japan
",,"75*Characteristics of Forest Protection Activities by Religions in Contemporary Japan

Takahashi, Norihito
Toyo University",,"75*Characteristics of Forest Protection Activities by Religions in Contemporary Japan
Takahashi, Norihito
Toyo University"
DAY 1,2026-07-01,13:30-15:00,Room D,Religious Resilience and Innovation in the Digital Age I,21,Religious Resilience and Innovation in the Digital Age I,,,Religious Resilience and Innovation in the Digital Age I,,,,,
DAY 1,2026-07-01,13:30-15:00,Room D,"37*A Study of Master Hsing Yun's Humanistic Buddhism in the Digital Age
Shi, Miaolin 
Fo Guang Shan Buddha Memorial Center",22,37,A Study of Master Hsing Yun's Humanistic Buddhism in the Digital Age,"A Study of Master Hsing Yun's Humanistic Buddhism in the Digital Age : A Case Study of the ""Buddhist Maritime Silk Road - New Media Art Exhibition "" at the Buddha Museum",37*A Study of Master Hsing Yun's Humanistic Buddhism in the Digital Age,"37*A Study of Master Hsing Yun's Humanistic Buddhism in the Digital Age : A Case Study of the ""Buddhist Maritime Silk Road - New Media Art Exhibition "" at the Buddha Museum
",,"37*A Study of Master Hsing Yun's Humanistic Buddhism in the Digital Age : A Case Study of the ""Buddhist Maritime Silk Road - New Media Art Exhibition "" at the Buddha Museum

Shi, Miaolin 
Fo Guang Shan Buddha Memorial Center",,"37*A Study of Master Hsing Yun's Humanistic Buddhism in the Digital Age : A Case Study of the ""Buddhist Maritime Silk Road - New Media Art Exhibition "" at the Buddha Museum
Shi, Miaolin 
Fo Guang Shan Buddha Memorial Center"
DAY 1,2026-07-01,13:30-15:00,Room D,"38*Mapping Buddhist Knowledge
Shih, Miao Guang
Fo Guang Shan Institute Of Humanistic Buddhism",23,38,Mapping Buddhist Knowledge,Mapping Buddhist Knowledge: The Fo Guang Dictionary of Buddhism as a Dataset for the Scientific Study of Religion,38*Mapping Buddhist Knowledge,"38*Mapping Buddhist Knowledge: The Fo Guang Dictionary of Buddhism as a Dataset for the Scientific Study of Religion
",,"38*Mapping Buddhist Knowledge: The Fo Guang Dictionary of Buddhism as a Dataset for the Scientific Study of Religion

Shih, Miao Guang
Fo Guang Shan Institute Of Humanistic Buddhism",,"38*Mapping Buddhist Knowledge: The Fo Guang Dictionary of Buddhism as a Dataset for the Scientific Study of Religion
Shih, Miao Guang
Fo Guang Shan Institute Of Humanistic Buddhism"
DAY 1,2026-07-01,13:30-15:00,Room D,"18*From Balance to Resolution
Ha, Jeeyoung
Daejin University",24,18,From Balance to Resolution,From Balance to Resolution: Zhong (中) and Haewon-Sangsaeng in Digital-Networked Society,18*From Balance to Resolution,"18*From Balance to Resolution: Zhong (中) and Haewon-Sangsaeng in Digital-Networked Society
",,"18*From Balance to Resolution: Zhong (中) and Haewon-Sangsaeng in Digital-Networked Society

Ha, Jeeyoung
Daejin University",,"18*From Balance to Resolution: Zhong (中) and Haewon-Sangsaeng in Digital-Networked Society
Ha, Jeeyoung
Daejin University"
DAY 1,2026-07-01,13:30-15:00,Room D,"100*Organizational Design and East Asian Religions in the Era of AI
Irons, Edward
Hong Kong Institute for Culture, Commerce And Religion",25,100,Organizational Design and East Asian Religions in the Era of AI,Organizational Design and East Asian Religions in the Era of AI,100*Organizational Design and East Asian Religions in the Era of AI,"100*Organizational Design and East Asian Religions in the Era of AI
",,"100*Organizational Design and East Asian Religions in the Era of AI

Irons, Edward
Hong Kong Institute for Culture, Commerce And Religion",,"100*Organizational Design and East Asian Religions in the Era of AI
Irons, Edward
Hong Kong Institute for Culture, Commerce And Religion"
DAY 1,2026-07-01,15:00-15:20,,BREAK,26,BREAK,,,BREAK,,,,,
DAY 1,2026-07-01,15:20-16:30,Room A,New Religion in the Modern World,27,New Religion in the Modern World,,,New Religion in the Modern World,,,,,
DAY 1,2026-07-01,15:20-16:30,Room A,"22*(Re)Making Miracles
Bak, Jongseok
Korea University",28,22,(Re)Making Miracles,(Re)Making Miracles: Agency and the Reconfiguration of Religious Experience within and beyond a Korean Christian New Religion,22*(Re)Making Miracles,"22*(Re)Making Miracles: Agency and the Reconfiguration of Religious Experience within and beyond a Korean Christian New Religion
",,"22*(Re)Making Miracles: Agency and the Reconfiguration of Religious Experience within and beyond a Korean Christian New Religion

Bak, Jongseok
Korea University",,"22*(Re)Making Miracles: Agency and the Reconfiguration of Religious Experience within and beyond a Korean Christian New Religion
Bak, Jongseok
Korea University"
DAY 1,2026-07-01,15:20-16:30,Room A,"9*Becoming a Modern Buddhist Subject in Contemporary China
Rogers, Megan
Duke Kunshan University
Gu, Yixin
Duke Kunshan University",29,9,Becoming a Modern Buddhist Subject in Contemporary China,Becoming a Modern Buddhist Subject in Contemporary China,9*Becoming a Modern Buddhist Subject in Contemporary China,"9*Becoming a Modern Buddhist Subject in Contemporary China
",,"9*Becoming a Modern Buddhist Subject in Contemporary China

Rogers, Megan
Duke Kunshan University
Gu, Yixin
Duke Kunshan University",,"9*Becoming a Modern Buddhist Subject in Contemporary China
Rogers, Megan
Duke Kunshan University
Gu, Yixin
Duke Kunshan University"
DAY 1,2026-07-01,15:20-16:30,Room A,"107*The Face of Charismatic Leadership of Pentecostal Megachurch in Singapore
Tejedo, Joel
Asia Pacific Theological Seminary
Tejedo, Carolyn Soliven",30,107,The Face of Charismatic Leadership of Pentecostal Megachurch in Singapore,The Face of Charismatic Leadership of Pentecostal Megachurch in Singapore,107*The Face of Charismatic Leadership of Pentecostal Megachurch in Singapore,"107*The Face of Charismatic Leadership of Pentecostal Megachurch in Singapore
",,"107*The Face of Charismatic Leadership of Pentecostal Megachurch in Singapore

Tejedo, Joel
Asia Pacific Theological Seminary
Tejedo, Carolyn Soliven",,"107*The Face of Charismatic Leadership of Pentecostal Megachurch in Singapore
Tejedo, Joel
Asia Pacific Theological Seminary
Tejedo, Carolyn Soliven"
DAY 1,2026-07-01,15:20-16:30,Room B,"Migration, Politics and Religion I",31,"Migration, Politics and Religion I",,,"Migration, Politics and Religion I",,,,,
DAY 1,2026-07-01,15:20-16:30,Room B,"117*Migration and Translocality in Rural Communities in Japan (1)
Tajima, Tadaastu
Reitaku University",32,117,Migration and Translocality in Rural Communities in Japan (1),Migration and Translocality in Rural Communities in Japan (1): A Case study of N Seaside Village in the Amami Islands,117*Migration and Translocality in Rural Communities in Japan (1),"117*Migration and Translocality in Rural Communities in Japan (1): A Case study of N Seaside Village in the Amami Islands
",,"117*Migration and Translocality in Rural Communities in Japan (1): A Case study of N Seaside Village in the Amami Islands

Tajima, Tadaastu
Reitaku University",,"117*Migration and Translocality in Rural Communities in Japan (1): A Case study of N Seaside Village in the Amami Islands
Tajima, Tadaastu
Reitaku University"
DAY 1,2026-07-01,15:20-16:30,Room B,"52*Migration and Translocality in Rural Communities in Japan (2)
Fuyutsuki, Ritsu
Reitaku University",33,52,Migration and Translocality in Rural Communities in Japan (2),Migration and Translocality in Rural Communities in Japan (2): A Case Study of S Mountain Village in Nagano-Prefecture,52*Migration and Translocality in Rural Communities in Japan (2),"52*Migration and Translocality in Rural Communities in Japan (2): A Case Study of S Mountain Village in Nagano-Prefecture
",,"52*Migration and Translocality in Rural Communities in Japan (2): A Case Study of S Mountain Village in Nagano-Prefecture

Fuyutsuki, Ritsu
Reitaku University",,"52*Migration and Translocality in Rural Communities in Japan (2): A Case Study of S Mountain Village in Nagano-Prefecture
Fuyutsuki, Ritsu
Reitaku University"
DAY 1,2026-07-01,15:20-16:30,Room B,"126*A Sociological Study of Challenges in Career Development among 
Second-Generation Muslim Migrants in Japan
Fukuda, Tomoko
Chiba University",34,126,A Sociological Study of Challenges in Career Development among ,A Sociological Study of Challenges in Career Development among Second-Generation Muslim Migrants in Japan,126*A Sociological Study of Challenges in Career Development among ,"126*A Sociological Study of Challenges in Career Development among Second-Generation Muslim Migrants in Japan
",,"126*A Sociological Study of Challenges in Career Development among Second-Generation Muslim Migrants in Japan

Second-Generation Muslim Migrants in Japan
Fukuda, Tomoko
Chiba University",,"126*A Sociological Study of Challenges in Career Development among Second-Generation Muslim Migrants in Japan
Second-Generation Muslim Migrants in Japan
Fukuda, Tomoko
Chiba University"
DAY 1,2026-07-01,15:20-16:30,Room C,Religion and Social Theory I,35,Religion and Social Theory I,,,Religion and Social Theory I,,,,,
DAY 1,2026-07-01,15:20-16:30,Room C,"27*Who is My Neighbor
Carnesecca, Cole
Chung Yuan Christian University",36,27,Who is My Neighbor,Who is My Neighbor - Moral Community Formation in Urban Chinese House Churches,27*Who is My Neighbor,"27*Who is My Neighbor - Moral Community Formation in Urban Chinese House Churches
",,"27*Who is My Neighbor - Moral Community Formation in Urban Chinese House Churches

Carnesecca, Cole
Chung Yuan Christian University",,"27*Who is My Neighbor - Moral Community Formation in Urban Chinese House Churches
Carnesecca, Cole
Chung Yuan Christian University"
DAY 1,2026-07-01,15:20-16:30,Room C,"34*On the Social Quantum Hypothesis of Spirituality and Religion
Cheng, Chinchen
National Chengchi University",37,34,On the Social Quantum Hypothesis of Spirituality and Religion,On the Social Quantum Hypothesis of Spirituality and Religion,34*On the Social Quantum Hypothesis of Spirituality and Religion,"34*On the Social Quantum Hypothesis of Spirituality and Religion
",,"34*On the Social Quantum Hypothesis of Spirituality and Religion

Cheng, Chinchen
National Chengchi University",,"34*On the Social Quantum Hypothesis of Spirituality and Religion
Cheng, Chinchen
National Chengchi University"
DAY 1,2026-07-01,15:20-16:30,Room C,"102*A Theology of Media and Communication
Hong, Seung Min
International Christian University",38,102,A Theology of Media and Communication,"A Theology of Media and Communication: An Ode to the Ideas of Dissemination, Mediation, and Technology",102*A Theology of Media and Communication,"102*A Theology of Media and Communication: An Ode to the Ideas of Dissemination, Mediation, and Technology
",,"102*A Theology of Media and Communication: An Ode to the Ideas of Dissemination, Mediation, and Technology

Hong, Seung Min
International Christian University",,"102*A Theology of Media and Communication: An Ode to the Ideas of Dissemination, Mediation, and Technology
Hong, Seung Min
International Christian University"
DAY 1,2026-07-01,15:20-16:30,Room D,Religions in Southeast Asia I,39,Religions in Southeast Asia I,,,Religions in Southeast Asia I,,,,,
DAY 1,2026-07-01,15:20-16:30,Room D,"92*Relic Stūpas Associated with the Chinese Zodiac in Northern Thailand
Bingenheimer, Marcus
Temple University",40,92,Relic Stūpas Associated with the Chinese Zodiac in Northern Thailand,Relic Stūpas associated with the Chinese Zodiac in Northern Thailand,92*Relic Stūpas Associated with the Chinese Zodiac in Northern Thailand,"92*Relic Stūpas associated with the Chinese Zodiac in Northern Thailand
",,"92*Relic Stūpas associated with the Chinese Zodiac in Northern Thailand

Bingenheimer, Marcus
Temple University",,"92*Relic Stūpas associated with the Chinese Zodiac in Northern Thailand
Bingenheimer, Marcus
Temple University"
DAY 1,2026-07-01,15:20-16:30,Room D,"90*The Deity's Keeper
Sam, Li Ying
University Of Colombo",41,90,The Deity's Keeper,The Deity's Keeper: A Study of the Role of Chinese Mahayana Buddhism in Sustaining Chinese Folk Religions in Singapore and Malaysia,90*The Deity's Keeper,"90*The Deity's Keeper: A Study of the Role of Chinese Mahayana Buddhism in Sustaining Chinese Folk Religions in Singapore and Malaysia
",,"90*The Deity's Keeper: A Study of the Role of Chinese Mahayana Buddhism in Sustaining Chinese Folk Religions in Singapore and Malaysia

Sam, Li Ying
University Of Colombo",,"90*The Deity's Keeper: A Study of the Role of Chinese Mahayana Buddhism in Sustaining Chinese Folk Religions in Singapore and Malaysia
Sam, Li Ying
University Of Colombo"
DAY 1,2026-07-01,15:20-16:30,Room D,"130*Merit, Virtue, and Power: Rethinking Buddhist ""Economy of Merit"" 
through Myanmar's Free Funeral Service Movement 
Shu, Mu-Lung
National Yang Ming Chiao Tung University",42,130,"Merit, Virtue, and Power: Rethinking Buddhist ""Economy of Merit"" ","Merit, Virtue, and Power: Rethinking Buddhist ""Economy of Merit"" through Myanmar's Free Funeral Service Movement ","130*Merit, Virtue, and Power: Rethinking Buddhist ""Economy of Merit"" ","130*Merit, Virtue, and Power: Rethinking Buddhist ""Economy of Merit"" through Myanmar's Free Funeral Service Movement 
",,"130*Merit, Virtue, and Power: Rethinking Buddhist ""Economy of Merit"" through Myanmar's Free Funeral Service Movement 

through Myanmar's Free Funeral Service Movement 
Shu, Mu-Lung
National Yang Ming Chiao Tung University",,"130*Merit, Virtue, and Power: Rethinking Buddhist ""Economy of Merit"" through Myanmar's Free Funeral Service Movement 
through Myanmar's Free Funeral Service Movement 
Shu, Mu-Lung
National Yang Ming Chiao Tung University"
DAY 1,2026-07-01,16:30-16:45,,BREAK,43,BREAK,,,BREAK,,,,,
DAY 1,2026-07-01,16:45-17:10,,"Video Appreciation
AI in Religious Studies

Lancaster, Lewis R. 
University of California, Berkeley",44,Video Appreciation,,,Video Appreciation,,,,,
DAY 1,2026-07-01,17:10-18:20,,TOUR,45,TOUR,,,TOUR,,,,,
DAY 2,2026-07-02,09:15-10:45,Room A,"Spirituality, Science, and Animal in the Digitalized Worlds",46,"Spirituality, Science, and Animal in the Digitalized Worlds",,,"Spirituality, Science, and Animal in the Digitalized Worlds",,,,,
DAY 2,2026-07-02,09:15-10:45,Room A,"101*Quantum Consciousness Theory and Its Implications for the Sociology 
of Spirituality/Religion
Song, Francis Jae-Ryong
Kyung Hee University
Kim, Hyun Woo
Chungbuk National University",47,101,Quantum Consciousness Theory and Its Implications for the Sociology ,Quantum Consciousness Theory and Its Implications for the Sociology of Spirituality/Religion: Focusing on the Orch-OR Theory,101*Quantum Consciousness Theory and Its Implications for the Sociology ,"101*Quantum Consciousness Theory and Its Implications for the Sociology of Spirituality/Religion: Focusing on the Orch-OR Theory
",,"101*Quantum Consciousness Theory and Its Implications for the Sociology of Spirituality/Religion: Focusing on the Orch-OR Theory

of Spirituality/Religion
Song, Francis Jae-Ryong
Kyung Hee University
Kim, Hyun Woo
Chungbuk National University",,"101*Quantum Consciousness Theory and Its Implications for the Sociology of Spirituality/Religion: Focusing on the Orch-OR Theory
of Spirituality/Religion
Song, Francis Jae-Ryong
Kyung Hee University
Kim, Hyun Woo
Chungbuk National University"
DAY 2,2026-07-02,09:15-10:45,Room A,"91*Imposing Spirituality on Non-Human Companions in the Hyper-Connected Community
Yoo, Kwang Suk
IRCC, Kyung Hee University
Suh, Dong-Uhn
Kyung Hee University",48,91,Imposing Spirituality on Non-Human Companions in the Hyper-Connected Community,Imposing Spirituality on Non-Human Companions in the Hyper-connected Community,91*Imposing Spirituality on Non-Human Companions in the Hyper-Connected Community,"91*Imposing Spirituality on Non-Human Companions in the Hyper-connected Community
",,"91*Imposing Spirituality on Non-Human Companions in the Hyper-connected Community

Yoo, Kwang Suk
IRCC, Kyung Hee University
Suh, Dong-Uhn
Kyung Hee University",,"91*Imposing Spirituality on Non-Human Companions in the Hyper-connected Community
Yoo, Kwang Suk
IRCC, Kyung Hee University
Suh, Dong-Uhn
Kyung Hee University"
DAY 2,2026-07-02,09:15-10:45,Room A,"81*A Study on the Perceptions and Current Status of Companion Animals in Korean Protestantism
Kim, Andrew Eungi
Korea University
Kim, Jongman
Kyung Hee University",49,81,A Study on the Perceptions and Current Status of Companion Animals in Korean Protestantism,A Study on the Perceptions and Current Status of Companion Animals in Korean Protestantism: From the Perspective of Human-Nonhuman Reciprocity,81*A Study on the Perceptions and Current Status of Companion Animals in Korean Protestantism,"81*A Study on the Perceptions and Current Status of Companion Animals in Korean Protestantism: From the Perspective of Human-Nonhuman Reciprocity
",,"81*A Study on the Perceptions and Current Status of Companion Animals in Korean Protestantism: From the Perspective of Human-Nonhuman Reciprocity

Kim, Andrew Eungi
Korea University
Kim, Jongman
Kyung Hee University",,"81*A Study on the Perceptions and Current Status of Companion Animals in Korean Protestantism: From the Perspective of Human-Nonhuman Reciprocity
Kim, Andrew Eungi
Korea University
Kim, Jongman
Kyung Hee University"
DAY 2,2026-07-02,09:15-10:45,Room A,"58*Posthuman Care Practices among People with Type 1 Diabetes Using DIY 
Artificial Pancreas Systems
Cha, Min Kyung
Kyung Hee University
Jang, Woosung
Kyung Hee University",50,58,Posthuman Care Practices among People with Type 1 Diabetes Using DIY ,Posthuman Care Practices among People with Type 1 Diabetes Using DIY Artificial Pancreas Systems: Implications for the Sociology of Religion,58*Posthuman Care Practices among People with Type 1 Diabetes Using DIY ,"58*Posthuman Care Practices among People with Type 1 Diabetes Using DIY Artificial Pancreas Systems: Implications for the Sociology of Religion
",,"58*Posthuman Care Practices among People with Type 1 Diabetes Using DIY Artificial Pancreas Systems: Implications for the Sociology of Religion

Artificial Pancreas Systems
Cha, Min Kyung
Kyung Hee University
Jang, Woosung
Kyung Hee University",,"58*Posthuman Care Practices among People with Type 1 Diabetes Using DIY Artificial Pancreas Systems: Implications for the Sociology of Religion
Artificial Pancreas Systems
Cha, Min Kyung
Kyung Hee University
Jang, Woosung
Kyung Hee University"
DAY 2,2026-07-02,09:15-10:45,Room B,"Migration, Politics and Religion II",51,"Migration, Politics and Religion II",,,"Migration, Politics and Religion II",,,,,
DAY 2,2026-07-02,09:15-10:45,Room B,"55*The Exodus of the Grey and the Black
Gao, Mingui
Purdue University",52,55,The Exodus of the Grey and the Black,The Exodus of the Grey and the Black: A Comparative Study of the Survival Strategies of Two Out-migrating Churches from China,55*The Exodus of the Grey and the Black,"55*The Exodus of the Grey and the Black: A Comparative Study of the Survival Strategies of Two Out-migrating Churches from China
",,"55*The Exodus of the Grey and the Black: A Comparative Study of the Survival Strategies of Two Out-migrating Churches from China

Gao, Mingui
Purdue University",,"55*The Exodus of the Grey and the Black: A Comparative Study of the Survival Strategies of Two Out-migrating Churches from China
Gao, Mingui
Purdue University"
